,119,121,122,123,124,125,126,127,130,137,138,139,141,142,143,144,145,146,147,148,149,150,151,1511,152,153,154,1541,1542,155,156,1561,1562,157,1571,158,1581,159,1591,160,161,1611,162,163,164,165,1651,166,167,168,169,171,172,1721,173,174,175,176,177,178,1781,179,180,181,182,183,1831,184,185,186,187,188,189,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,2051,206,207,2071,208,2081,209,210,2101,211,2111,212,213,2131,214,215,216,217,218,219,220,2201,221,2211,222,223,2231,224,2241,225,226,2261,2262,2263,2264,245,247,257
0,0.0023146563,2.7981763e-05,0.0022586929,3.710082e-05,0.0021936104,1.0220277e-08,1.0286667e-08,1.0286667e-08,1.8238117e-05,2.7981763e-05,-0.000104994084,7.7012315e-05,-0.00025901874,0.0021936104,0.0019345917,2.7981763e-05,0.001878628,3.710082e-05,0.0017953073,0.0017588312,0.0017217302,-1.8215245e-10,4.243759e-08,4.762187e-08,1.2929908e-08,1.4700148e-08,0.0017217597,0.0017217597,0.0017217597,0.0011269461,0.0005948136,0.0005948136,0.0005948136,0.0004898195,0.0004898195,0.00026712727,0.00026712727,9.1003196e-05,9.1003196e-05,1.4700148e-08,-7.113e-05,7.113e-05,0.00020840419,0.00024226829,0.00033991493,-0.0002365048,-0.0002365048,0.00016741578,-0.000121072386,0.000327508,-0.00044858042,7.7012315e-05,-1.4140011e-05,-1.4140011e-05,-2.3941764e-05,-0.0001709085,0.00023782079,-0.0005767448,0.00067372347,0.0001225519,0.0001225519,-7.344538e-05,0.0004461775,0.00026080504,0.00026080504,0.000104994084,0.000104994084,5.527648e-05,-0.00013044002,6.508187e-05,3.710082e-05,-4.4252513e-09,-0.00027946717,-0.0003564795,-0.00038446125,-0.00048948626,-0.00048948626,-0.002860472,0.002370986,0.00230659,0.0014998295,0.0001957545,0.00030731378,0.0017634442,0.00027467377,0.00034755995,0.00071575755,0.00031744054,0.00031744054,0.00018427607,-0.00014524028,-0.00014524028,4.6219884e-05,4.6219884e-05,5.4964446e-05,1.7655104e-05,1.7655104e-05,6.402051e-05,6.402051e-05,-0.0001656209,0.00027815346,0.00027815346,-0.00022588599,0.0006510062,-0.000902967,-0.002860472,-0.0030564691,-0.005700099,2.1529377e-05,2.1529377e-05,0.0026436297,0.0026436297,0.0023146563,0.0003289731,0.0003289731,0.000104994084,0.000104994084,7.7012315e-05,0.006246056,0.006246056,0.006246056,0.006246056,0.006246056,-9.1003196e-05,-0.00019599727,0.0
1800,0.0023146756,2.7981763e-05,0.0022587122,3.710082e-05,0.0021936297,-5.5330074e-09,-3.2650582e-09,-3.2650582e-09,1.8238117e-05,2.7981763e-05,-0.000104994084,7.7012315e-05,-0.00025901874,0.0021936297,0.001934611,2.7981763e-05,0.0018786474,3.710082e-05,0.0017953267,0.0017588504,0.0017217497,-1.6096257e-08,-1.2378371e-08,-1.1471212e-08,-5.3712426e-09,-3.747006e-09,0.0017217372,0.0017217372,0.0017217372,0.0011269412,0.00059479603,0.00059479603,0.00059479603,0.0004898019,0.0004898019,0.00026712727,0.00026712727,9.1003196e-05,9.1003196e-05,-3.747006e-09,-7.113001e-05,7.113001e-05,0.00020840461,0.00024226871,0.00033991615,-0.00023650561,-0.00023650561,0.00016739818,-0.0001210904,0.0003275088,-0.00044859925,7.7012315e-05,-1.4138006e-05,-1.4138006e-05,-2.3943305e-05,-0.00017091003,0.0002378228,-0.00057674834,0.00067371345,0.0001225509,0.0001225509,-7.3446376e-05,0.00044616853,0.00026079506,0.00026079506,0.000104994084,0.000104994084,5.527648e-05,-0.00013044997,6.5082306e-05,3.710082e-05,-2.331597e-10,-0.0002794776,-0.0003564899,-0.00038447167,-0.0004894877,-0.0004894877,-0.0028604858,0.0023709983,0.0023066027,0.0014998385,0.00019575929,0.0003073156,0.0017634566,0.00027467578,0.0003475634,0.000715761,0.00031744214,0.00031744214,0.00018427667,-0.00014524187,-0.00014524187,4.6219884e-05,4.6219884e-05,5.49646e-05,1.7654667e-05,1.7654667e-05,6.402036e-05,6.402036e-05,-0.00016562032,0.00027815148,0.00027815148,-0.00022588321,0.00065100135,-0.0009029622,-0.0028604858,-0.003056483,-0.005700132,2.1527945e-05,2.1527945e-05,0.002643649,0.002643649,0.0023146756,0.0003289731,0.0003289731,0.000104994084,0.000104994084,7.7012315e-05,0.0062460885,0.0062460885,0.0062460885,0.0062460885,0.0062460885,-9.1003196e-05,-0.00019599727,1.6096257e-08
3600,0.0023146714,2.7981763e-05,0.002258708,3.710082e-05,0.0021936253,-5.011686e-09,-3.4348258e-09,-3.4348258e-09,1.8238117e-05,2.7981763e-05,-0.000104994084,7.7012315e-05,-0.00025901874,0.0021936253,0.0019346067,2.7981763e-05,0.0018786432,3.710082e-05,0.0017953224,0.0017588462,0.0017217455,-3.9594641e-10,-1.6767574e-08,-1.29305775e-08,-5.6042784e-09,-6.369276e-09,0.0017217351,0.0017217351,0.0017217351,0.0011269408,0.0005947943,0.0005947943,0.0005947943,0.0004898002,0.0004898002,0.0002671273,0.0002671273,9.1003196e-05,9.1003196e-05,-6.369276e-09,-7.113001e-05,7.113001e-05,0.00020840467,0.00024226874,0.0003399163,-0.00023650569,-0.00023650569,0.0001673964,-0.00012109222,0.0003275089,-0.0004486011,7.7012315e-05,-1.4137802e-05,-1.4137802e-05,-2.394346e-05,-0.00017091018,0.00023782301,-0.0005767487,0.00067370734,0.0001225503,0.0001225503,-7.344698e-05,0.00044616297,0.00026078892,0.00026078892,0.000104994084,0.000104994084,5.527648e-05,-0.00013045612,6.5084256e-05,3.710082e-05,-1.07263545e-10,-0.00027948566,-0.000356498,-0.00038447976,-0.00048948626,-0.00048948626,-0.0028604805,0.0023709943,0.0023065987,0.0014998356,0.00019575977,0.00030731503,0.0017634527,0.000274676,0.0003475623,0.0007157599,0.00031744165,0.00031744165,0.00018427672,-0.00014524136,-0.00014524136,4.6219884e-05,4.6219884e-05,5.4964617e-05,1.7654624e-05,1.7654624e-05,6.402034e-05,6.402034e-05,-0.00016562027,0.00027815127,0.00027815127,-0.00022588293,0.0006510009,-0.00090296176,-0.0028604805,-0.0030564778,-0.0057001226,2.1527801e-05,2.1527801e-05,0.0026436446,0.0026436446,0.0023146714,0.0003289731,0.0003289731,0.000104994084,0.000104994084,7.7012315e-05,0.0062460788,0.0062460788,0.0062460788,0.0062460788,0.0062460788,-9.1003196e-05,-0.00019599727,1.6096257e-08
5400,0.0023146803,2.7981763e-05,0.0022587166,3.710082e-05,0.0021936342,-2.3055922e-09,-1.580168e-09,-1.580168e-09,1.8238114e-05,2.7981763e-05,-0.000104994084,7.7012315e-05,-0.00025901874,0.0021936342,0.0019346155,2.7981763e-05,0.0018786518,3.710082e-05,0.0017953311,0.001758855,0.0017217541,1.4787389e-08,-9.0291925e-09,-5.9486243e-09,-2.5782103e-09,-2.9301421e-09,0.0017217429,0.0017217429,0.0017217429,0.0011269425,0.00059480045,0.00059480045,0.00059480045,0.00048980635,0.00048980635,0.00026712727,0.00026712727,9.1003196e-05,9.1003196e-05,-2.9301421e-09,-7.113001e-05,7.113001e-05,0.00020840451,0.00024226861,0.00033991586,-0.0002365054,-0.0002365054,0.00016740261,-0.00012108587,0.00032750863,-0.00044859448,7.7012315e-05,-1.4138511e-05,-1.4138511e-05,-2.3942917e-05,-0.00017090964,0.00023782229,-0.00057674746,0.00067372393,0.00012255194,0.00012255194,-7.3445335e-05,0.00044617793,0.0002608055,0.0002608055,0.000104994084,0.000104994084,5.527648e-05,-0.00013043954,6.508499e-05,3.710082e-05,4.239146e-09,-0.00027946985,-0.00035648214,-0.0003844639,-0.0004894897,-0.0004894897,-0.0028604926,0.002371003,0.0023066073,0.0014998419,0.00019575808,0.0003073163,0.0017634614,0.00027467526,0.00034756472,0.00071576226,0.00031744275,0.00031744275,0.00018427652,-0.00014524248,-0.00014524248,4.6219884e-05,4.6219884e-05,5.4964563e-05,1.7654775e-05,1.7654775e-05,6.4020394e-05,6.4020394e-05,-0.00016562048,0.00027815197,0.00027815197,-0.0002258839,0.00065100257,-0.00090296345,-0.0028604926,-0.0030564899,-0.005700143,2.1528305e-05,2.1528305e-05,0.0026436534,0.0026436534,0.0023146803,0.0003289731,0.0003289731,0.000104994084,0.000104994084,7.7012315e-05,0.0062461,0.0062461,0.0062461,0.0062461,0.0062461,-9.1003196e-05,-0.00019599727,1.6096257e-08
7200,-0.010150208,8.055357e-05,-0.010311314,0.0001068054,-0.010498673,0.00946353,0.00946353,0.00946353,5.2503663e-05,8.055357e-05,-0.0003022557,0.00022170212,-0.00074565987,-0.010498673,-0.011244333,8.055357e-05,-0.01140544,0.0001068054,-0.011645303,-0.01175031,-0.011857116,0.028390588,0.028390588,0.028390588,0.00946353,0.00946353,0.016533475,0.016533475,0.016533475,0.0072027044,0.00933077,0.00933077,0.00933077,0.009028514,0.009028514,0.0013688826,0.0013688826,0.00026197892,0.00026197892,0.00946353,-0.0008046481,0.0008046481,0.0012037611,0.0007013688,0.00018064478,0.0007208607,0.0007208607,0.0075005023,0.0066660764,-0.00045888184,0.007124958,0.00022170212,-0.0015683196,-0.0015683196,0.0015640308,0.0011409448,-0.0008429779,0.0015002416,0.003660428,0.00059538276,0.00059538276,3.1148193e-05,0.0027627896,0.0024717236,0.0024717236,0.0003022557,0.0003022557,0.00015912925,0.0013454121,0.00018735905,0.0001068054,1.2108693e-10,0.0009163924,0.0006946903,0.0006141367,0.0003118487,0.0003118487,0.003342256,-0.003030407,-0.0032157882,-0.0030043663,-0.00339493,-0.0005683566,-0.0047793905,-0.001072613,-0.0015333637,-0.00047340104,-0.0001670233,-0.0001670233,-0.00053635053,0.0006627514,0.0006627514,0.00013305724,0.00013305724,-0.00038195727,0.0005774793,0.0005774793,0.0007244898,0.0007244898,-0.0015436298,0.0026640855,0.0026640855,-0.0027454032,0.0058325743,-0.0065579163,0.003342256,0.0027780214,0.011981185,0.0008584768,0.0008584768,-0.009203164,-0.009203164,-0.010150208,0.0009470439,0.0009470439,0.0003022557,0.0003022557,0.00022170212,-0.010409491,-0.010409491,-0.010409491,-0.010409491,-0.010409491,-0.00026197892,-0.00056423456,1.6096257e-08
9000,-0.010150212,8.055356e-05,-0.010311319,0.0001068054,-0.010498677,0.00946353,0.00946353,0.00946353,5.2503663e-05,8.055357e-05,-0.0003022557,0.00022170212,-0.00074565987,-0.010498677,-0.011244338,8.055357e-05,-0.011405445,0.0001068054,-0.011645308,-0.011750313,-0.01185712,0.028390588,0.028390588,0.028390588,0.00946353,0.00946353,0.01653347,0.01653347,0.01653347,0.0072027235,0.009330747,0.009330747,0.009330747,0.009028491,0.009028491,0.0013688438,0.0013688438,0.00026197892,0.00026197892,0.00946353,-0.00080460915,0.00080460915,0.0012036663,0.00070131285,0.00018050207,0.0007209085,0.0007209085,0.0075005176,0.0066661476,-0.0004589296,0.007125078,0.00022170212,-0.0015683166,-0.0015683166,0.0015639102,0.001140824,-0.0008429748,0.0015001179,0.0036604237,0.0005953819,0.0005953819,3.114728e-05,0.002762786,0.002471719,0.002471719,0.0003022557,0.0003022557,0.00015912925,0.0013454076,0.00018736298,0.0001068054,3.9233887e-09,0.00091638387,0.0006946818,0.0006141282,0.00031184338,0.00031184338,0.0033422506,-0.0030304072,-0.0032157882,-0.003004367,-0.003394949,-0.0005683574,-0.0047793905,-0.001072619,-0.0015333628,-0.0004734001,-0.00016702162,-0.00016702162,-0.000536343,0.0006627497,0.0006627497,0.00013305724,0.00013305724,-0.00038193958,0.0005774895,0.0005774895,0.00072447205,0.00072447205,-0.0015436222,0.0026640913,0.0026640913,-0.0027454162,0.0058325934,-0.0065579354,0.0033422506,0.0027780163,0.011981184,0.0008584901,0.0008584901,-0.009203168,-0.009203168,-0.010150212,0.0009470439,0.0009470439,0.0003022557,0.0003022557,0.00022170212,-0.01040949,-0.01040949,-0.01040949,-0.01040949,-0.01040949,-0.00026197892,-0.00056423456,1.6096257e-08
10800,-0.021637157,0.00013284273,-0.02190284,0.00017613522,-0.022211818,0.01892706,0.01892706,0.01892706,8.6584994e-05,0.00013284273,-0.0004984567,0.00036561402,-0.0012296848,-0.022211818,-0.023441503,0.00013284273,-0.023707189,0.00017613522,-0.024102751,-0.024275921,-0.024452057,0.056781176,0.056781176,0.056781176,0.01892706,0.01892706,0.032329123,0.032329123,0.032329123,0.013725967,0.018603155,0.018603155,0.018603155,0.018104699,0.018104699,0.0025568719,0.0025568719,0.00043203536,0.00043203536,0.01892706,-0.0016263798,0.0016263798,0.002192817,0.0010648939,-0.00020934887,0.0019037091,0.0019037091,0.015285403,0.014001081,-0.0014716737,0.015472756,0.00036561402,-0.0032693418,-0.0032693418,0.003236858,0.002539137,-0.002073164,0.0038146519,0.0069682086,0.0011303895,0.0011303895,0.00019989743,0.005339362,0.0050078887,0.0050078887,0.0004984567,0.0004984567,0.00026242368,0.0031504626,0.00030897683,0.00017613522,4.382263e-11,0.0024429578,0.0020773436,0.001944501,0.0014460344,0.0014460344,0.010575228,-0.009129194,-0.00943491,-0.007934545,-0.0074464795,-0.0015490493,-0.012013482,-0.002635449,-0.003680409,-0.0019324003,-0.00081538653,-0.00081538653,-0.001394763,0.0016329031,0.0016329031,0.0002194277,0.0002194277,-0.00088717835,0.0012053055,0.0012053055,0.0014520566,0.0014520566,-0.00305589,0.0052599823,0.0052599823,-0.0055087516,0.011466455,-0.012662632,0.010575228,0.009644737,0.029720102,0.0017720568,0.0017720568,-0.020075364,-0.020075364,-0.021637157,0.0015617916,0.0015617916,0.0004984567,0.0004984567,0.00036561402,-0.027128182,-0.027128182,-0.027128182,-0.027128182,-0.027128182,-0.00043203536,-0.0009304921,0.0
12600,-0.02163715,0.00013284273,-0.021902835,0.00017613522,-0.022211812,0.01892706,0.01892706,0.01892706,8.6584994e-05,0.00013284273,-0.0004984567,0.00036561402,-0.0012296848,-0.022211812,-0.023441497,0.00013284273,-0.023707185,0.00017613522,-0.024102746,-0.024275916,-0.02445205,0.056781176,0.056781176,0.056781176,0.01892706,0.01892706,0.03232913,0.03232913,0.03232913,0.01372597,0.018603161,0.018603161,0.018603161,0.018104702,0.018104702,0.002556872,0.002556872,0.00043203536,0.00043203536,0.01892706,-0.0016263803,0.0016263803,0.0021928172,0.0010648936,-0.00020934954,0.0019037097,0.0019037097,0.015285407,0.0140010845,-0.0014716745,0.015472759,0.00036561402,-0.0032693425,-0.0032693425,0.0032368586,0.0025391376,-0.0020731653,0.0038146537,0.006968203,0.0011303856,0.0011303856,0.0001998934,0.0053393603,0.005007883,0.005007883,0.0004984567,0.0004984567,0.00026242368,0.0031504573,0.0003089975,0.00017613522,9.2145465e-09,0.0024429315,0.0020773178,0.001944475,0.0014459764,0.0014459764,0.010575182,-0.009129206,-0.009434921,-0.007934554,-0.0074464823,-0.001549051,-0.012013493,-0.0026354503,-0.0036804122,-0.0019324034,-0.00081538793,-0.00081538793,-0.0013947636,0.0016329044,0.0016329044,0.0002194277,0.0002194277,-0.0008871787,0.0012053059,0.0012053059,0.0014520568,0.0014520568,-0.0030558908,0.0052599837,0.0052599837,-0.005508753,0.0114664575,-0.012662635,0.010575182,0.00964469,0.029720047,0.0017720573,0.0017720573,-0.020075358,-0.020075358,-0.02163715,0.0015617916,0.0015617916,0.0004984567,0.0004984567,0.00036561402,-0.027128132,-0.027128132,-0.027128132,-0.027128132,-0.027128132,-0.00043203536,-0.0009304921,3.2192514e-08
14400,-0.02266131,0.000113905575,-0.022889122,0.00015102659,-0.023154054,0.01892706,0.01892706,0.01892706,7.424203e-05,0.000113905575,-0.00042740017,0.0003134946,-0.0010543893,-0.023154054,-0.024208441,0.000113905575,-0.024436254,0.00015102659,-0.024775425,-0.02492391,-0.025074938,0.056781176,0.056781176,0.056781176,0.01892706,0.01892706,0.03170624,0.03170624,0.03170624,0.013211062,0.01849518,0.01849518,0.01849518,0.018067779,0.018067779,0.0024322108,0.0024322108,0.00037044738,0.00037044738,0.01892706,-0.0016343634,0.0016343634,0.0020081257,0.0008011623,-0.0005717867,0.0021525123,0.0021525123,0.015410555,0.014421243,-0.0017820649,0.016203308,0.0003134946,-0.003336447,-0.003336447,0.0032917673,0.0026935088,-0.0023107883,0.0043203556,0.0066307555,0.0010678237,0.0010678237,0.00026997627,0.005135531,0.004949885,0.004949885,0.00042740017,0.00042740017,0.00022501436,0.003357241,0.00026493226,0.00015102659,8.549849e-11,0.0027505923,0.0024370977,0.0023231923,0.0018957715,0.0018957715,0.013053422,-0.01115765,-0.011419785,-0.009225099,-0.007826736,-0.0018217764,-0.013630774,-0.0029330305,-0.0040639574,-0.002565133,-0.0011138038,-0.0011138038,-0.0015898816,0.0018147806,0.0018147806,0.0001881476,0.0001881476,-0.00095828436,0.0012298557,0.0012298557,0.0014426374,0.0014426374,-0.0030142097,0.0051834285,0.0051834285,-0.005491964,0.01127365,-0.0122993095,0.013053422,0.012255574,0.03357773,0.0017987712,0.0017987712,-0.021322155,-0.021322155,-0.02266131,0.0013391532,0.0013391532,0.00042740017,0.00042740017,0.0003134946,-0.0313553,-0.0313553,-0.0313553,-0.0313553,-0.0313553,-0.00037044738,-0.0007978475,1.6096257e-08
