,80408,80608,81009,81309,82309,10309,15009,16009,16109,10208,82309w
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
900.0,1.2459420122618408,0.0,1.3843799776175538,0.0,1.107504046906128,0.0,0.0,0.0,0.0,0.0,0.0
1800.0,1.27425744,0.0,1.4158416,0.0,1.1326732800000001,0.0,0.0,0.0,0.0,0.0,0.0
2700.0,1.27425744,0.0,1.4158416,0.0,1.1326732800000001,0.0,0.0,0.0,0.0,0.0,0.0
3600.0,1.27425744,0.0,1.4158416,0.0,1.1326732800000001,0.0,0.0,0.0,0.0,0.0,0.0
4500.0,1.27425744,0.0,1.4158416,0.0,1.1326732800000001,0.0,0.0,0.0,0.0,0.0,0.0
5400.0,1.27425744,0.0,1.4158416,0.0,1.1326732800000001,0.0,0.0,0.0,0.0,0.0,0.0
6300.0,1.27425744,0.0,1.4158416,0.0,1.1326732800000001,0.0,0.0,0.0,0.0,0.0,0.0
7200.0,1.27425744,0.0,1.4158416,0.0,1.1326732800000001,0.0,0.0,0.0,0.0,0.0,0.0
8100.000000000001,1.27425744,0.0,1.4158416,0.0,1.1326732800000001,0.0,0.0,0.0,0.0,0.0,0.0
9000.0,1.27425744,0.0,1.4158416,0.0,1.1326732800000001,0.0,0.0,0.0,0.0,0.0,0.0
9900.0,1.27425744,0.0,1.4158416,0.0,1.1326732800000001,0.0,0.0,0.0,0.0,0.0,0.0
10800.0,1.27425744,0.0,1.4158416,0.0,1.1326732800000001,0.0,0.0,0.0,0.0,0.0,0.0
11700.0,0.028315415923456193,0.0,0.03146157512363434,0.0,0.025169258411092757,0.0,0.0,0.0,0.0,0.0,0.0
12600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15300.000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16200.000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
