,name,id,z_inv,h_0,bc,storage,a,b,c,max_depth,map_x,map_y,base_demand,tank,tank_fake_node,demand_pattern,tank_min,tank_max
57,58,57,99.06,0.0,False,functional,0,0,1e-05,inf,44300.0,34400.0,0.0008832627496,False,False,1,-inf,inf
58,59,58,94.7928,0.0,False,functional,0,0,1e-05,inf,44300.0,31900.0,0.0,False,False,1,-inf,inf
59,60,59,106.0704,0.0,False,functional,0,0,1e-05,inf,45000.0,34400.0,0.0008832627496,False,False,1,-inf,inf
60,61,60,104.5464,0.0,False,functional,0,0,1e-05,inf,45000.0,35200.0,0.0017665254992,False,False,1,-inf,inf
61,62,61,110.64240000000001,0.0,False,functional,0,0,1e-05,inf,45000.0,36100.0,0.0006309019640000001,False,False,1,-inf,inf
62,63,62,108.20400000000001,0.0,False,functional,0,0,1e-05,inf,44300.0,36100.0,0.0004416313748,False,False,1,-inf,inf
63,64,63,108.50880000000001,0.0,False,functional,0,0,1e-05,inf,44300.0,36200.0,0.0004416313748,False,False,1,-inf,inf
64,65,64,108.50880000000001,0.0,False,functional,0,0,1e-05,inf,44000.0,36200.0,0.000946352946,False,False,1,-inf,inf
65,66,65,103.9368,0.0,False,functional,0,0,1e-05,inf,44000.0,35400.0,0.0007570823568,False,False,1,-inf,inf
66,67,66,105.7656,0.0,False,functional,0,0,1e-05,inf,41900.0,35400.0,0.0005678117676,False,False,1,-inf,inf
67,68,67,107.28960000000001,0.0,False,functional,0,0,1e-05,inf,41900.0,35800.0,0.00031545098200000003,False,False,1,-inf,inf
68,69,68,106.3752,0.0,False,functional,0,0,1e-05,inf,41000.0,35800.0,0.00031545098200000003,False,False,1,-inf,inf
69,70,69,106.9848,0.0,False,functional,0,0,1e-05,inf,41000.0,36200.0,0.00031545098200000003,False,False,1,-inf,inf
70,71,70,100.2792,0.0,False,functional,0,0,1e-05,inf,39900.0,36200.0,0.0001261803928,False,False,1,-inf,inf
