,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,34,35,36,37,38,39,40,41
0,0.042057443,0.034596406,0.0068250857,0.0057121743,0.0050762254,0.039036684,0.038639214,0.0011129112,0.037208326,0.00039746828,0.036095414,0.03333063,0.03205873,0.026388671,0.022413988,0.005511072,0.0010074074,0.0024451804,0.0018627146,0.0002728417,0.0014760186,0.0038156952,0.0011570072,-0.00011489127,0.0011483087,0.020373164,0.021247592,0.019737216,0.01639848,0.0028617715,0.0015103794,0.0008744301,0.0001623568,0.00023848095,0.000119240474,-0.0010785504,0.0001556178,0.00023848095,8.286315e-05,7.949365e-05
1800,0.042057443,0.034596406,0.0068250857,0.0057121743,0.0050762254,0.039036684,0.038639214,0.0011129112,0.037208326,0.00039746828,0.036095414,0.03333063,0.03205873,0.026388671,0.022413988,0.005511072,0.0010074074,0.0024451804,0.0018627146,0.0002728417,0.0014760186,0.0038156952,0.0011570072,-0.00011489126,0.0011483087,0.020373164,0.021247592,0.019737216,0.01639848,0.0028617715,0.0015103794,0.0008744301,0.00013794155,0.00023848095,0.000119240474,-0.0010785504,0.00018003305,0.00023848095,5.8447895e-05,7.949365e-05
3600,0.042057443,0.034772046,0.0067604864,0.0058418936,0.005316983,0.039564118,0.039236046,0.0009185933,0.038055,0.00032806906,0.037136406,0.034854356,0.033804536,0.027947545,0.024666855,0.005725763,-0.00034543092,0.0028037794,0.0011460723,-0.0001662039,0.0016097076,0.0031494629,0.00095499,-9.483087e-05,0.00094781036,0.024159307,0.02488106,0.023634396,0.020878617,0.0023620971,0.0012466623,0.00072175195,0.00011297086,0.00019684143,9.8420714e-05,-0.0012816387,0.00014948436,0.00019684143,4.735706e-05,6.5613815e-05
5400,0.042057443,0.034772046,0.0067604864,0.0058418936,0.005316983,0.039564118,0.039236046,0.0009185933,0.038055,0.00032806906,0.037136406,0.034854356,0.033804536,0.027947547,0.024666857,0.005725763,-0.0003454305,0.0028037792,0.0011460724,-0.0001662037,0.0016097075,0.0031494629,0.00095499,-9.483087e-05,0.00094781036,0.024159307,0.02488106,0.023634396,0.020878617,0.0023620971,0.0012466623,0.00072175195,0.00011297086,0.00019684143,9.8420714e-05,-0.0012816384,0.00014948436,0.00019684143,4.735706e-05,6.5613815e-05
7200,0.042057443,0.034828216,0.0067396457,0.0058828807,0.0053933007,0.039731935,0.03942595,0.0008567649,0.038324397,0.00030598746,0.037467632,0.03533918,0.03436002,0.028450675,0.0253908,0.0057869507,-0.0007687564,0.002910493,0.0009177867,-0.00030616322,0.001652508,0.0029374796,0.0008907119,-8.8448025e-05,0.0008840154,0.025363987,0.02603716,0.024874408,0.022304114,0.00220311,0.0011627524,0.0006731724,0.000105367064,0.00018359248,9.179624e-05,-0.0013465206,0.0001394229,0.00018359248,4.416957e-05,6.11975e-05
9000,0.042057443,0.034828216,0.0067396457,0.0058828807,0.0053933007,0.039731935,0.03942595,0.0008567649,0.038324397,0.00030598746,0.037467632,0.03533918,0.03436002,0.028450692,0.025390817,0.005786933,-0.0007687383,0.0029104794,0.0009177913,-0.00030615862,0.0016525035,0.0029374796,0.0008907119,-8.8448025e-05,0.0008840154,0.025363987,0.02603716,0.024874408,0.022304114,0.00220311,0.0011627524,0.0006731724,0.000105367064,0.00018359248,9.179624e-05,-0.0013465161,0.0001394229,0.00018359248,4.416957e-05,6.11975e-05
10800,0.042057443,0.034828216,0.0067396457,0.0058828807,0.0053933007,0.039731935,0.03942595,0.0008567649,0.038324397,0.00030598746,0.037467632,0.03533918,0.03436002,0.028450692,0.025390817,0.005786933,-0.0007687383,0.0029104794,0.0009177913,-0.00030615862,0.0016525035,0.0029374796,0.0008907119,-8.8448025e-05,0.0008840154,0.025363987,0.02603716,0.024874408,0.022304114,0.00220311,0.0011627524,0.0006731724,0.000105367064,0.00018359248,9.179624e-05,-0.0013465161,0.0001394229,0.00018359248,4.416957e-05,6.11975e-05
12600,0.042057443,0.034828216,0.0067396457,0.0058828807,0.0053933007,0.039731935,0.03942595,0.0008567649,0.038324397,0.00030598746,0.037467632,0.03533918,0.03436002,0.028450692,0.025390817,0.005786933,-0.0007687383,0.0029104794,0.0009177913,-0.00030615862,0.0016525035,0.0029374796,0.0008907119,-8.8448025e-05,0.0008840154,0.025363987,0.02603716,0.024874408,0.022304114,0.00220311,0.0011627524,0.0006731724,0.000105367064,0.00018359248,9.179624e-05,-0.0013465161,0.0001394229,0.00018359248,4.416957e-05,6.11975e-05
14400,0.042057443,0.034892578,0.00671566,0.005929556,0.0054803537,0.03992373,0.03964298,0.0007861039,0.038632274,0.00028075138,0.03784617,0.035893265,0.03499486,0.02905044,0.026242925,0.0058321194,-0.0012277967,0.0030148944,0.00066409225,-0.0004589133,0.0016942194,0.0026952133,0.0008172511,-8.115334e-05,0.00081110693,0.02674077,0.027358422,0.026291566,0.023933254,0.00202141,0.0010668553,0.0006176531,9.6676995e-05,0.00016845083,8.4225416e-05,-0.001413468,0.00012792411,0.00016845083,4.0526716e-05,5.615028e-05
16200,0.042057443,0.034892578,0.00671566,0.005929556,0.0054803537,0.03992373,0.03964298,0.0007861039,0.038632274,0.00028075138,0.03784617,0.035893265,0.03499486,0.029050453,0.02624294,0.0058321045,-0.0012277816,0.003014883,0.0006640958,-0.00045890972,0.0016942158,0.0026952133,0.0008172511,-8.115334e-05,0.00081110693,0.02674077,0.027358422,0.026291566,0.023933254,0.00202141,0.0010668553,0.0006176531,9.6676995e-05,0.00016845083,8.4225416e-05,-0.0014134643,0.00012792411,0.00016845083,4.052672e-05,5.615028e-05
18000,0.042057443,0.034652144,0.0068046805,0.0057535977,0.005152979,0.0392045,0.038829118,0.0010510827,0.037477724,0.00037538668,0.036426637,0.033815455,0.032614212,0.026909297,0.023155432,0.0055547613,0.0006015808,0.0025445528,0.0016445868,0.00014304,0.0015086614,0.0036037122,0.0010927289,-0.0001085084,0.0010845138,0.021577844,0.022403697,0.020977227,0.01782398,0.0027027843,0.0014264694,0.00082585064,0.00012926474,0.00022523201,0.000112616006,-0.0011332748,0.0001710446,0.00022523201,5.418741e-05,7.507733e-05
19800,0.042057443,0.034652144,0.0068046805,0.0057535977,0.005152979,0.0392045,0.038829118,0.0010510827,0.037477724,0.00037538668,0.036426637,0.033815455,0.032614212,0.026909297,0.023155432,0.0055547613,0.0006015808,0.0025445528,0.0016445869,0.00014304003,0.0015086614,0.0036037122,0.0010927289,-0.0001085084,0.0010845138,0.021577844,0.022403697,0.020977227,0.01782398,0.0027027843,0.0014264694,0.00082585064,0.00012926474,0.00022523201,0.000112616006,-0.0011332748,0.0001710446,0.00022523201,5.418741e-05,7.507733e-05
21600,0.027162096,0.021977684,0.0045383717,0.0034077957,0.0027617519,0.02409339,0.023689613,0.0011305764,0.022236014,0.0004037773,0.021105438,0.018296765,0.017004676,0.013016473,0.0089787,0.0038266927,0.0027952543,0.0012558129,0.0024359582,0.00082084927,0.00095577084,0.0038762619,0.0011753723,-0.00011671493,0.0011665359,0.0051336247,0.006021934,0.0044875806,0.0010958515,0.0029071965,0.0015343536,0.00088831,0.00013904106,0.00024226637,0.000121133184,-0.0005519935,0.00018398075,0.00024226637,5.8285623e-05,8.075545e-05
23400,0.027162096,0.021977684,0.0045383717,0.0034077957,0.0027617519,0.02409339,0.023689613,0.0011305764,0.022236014,0.0004037773,0.021105438,0.018296765,0.017004676,0.0130164735,0.008978701,0.0038266915,0.0027952557,0.001255826,0.002435973,0.00082086376,0.0009557563,0.0038762619,0.0011753723,-0.00011671493,0.0011665359,0.0051336247,0.006021934,0.0044875806,0.0010958515,0.0029071965,0.0015343536,0.00088831,0.00013904106,0.00024226637,0.000121133184,-0.000551979,0.00018398075,0.00024226637,5.8285623e-05,8.075545e-05
25200,-1.6096257e-08,-0.00063481467,0.0002966342,-0.00029515187,-0.00063331536,-0.0016062935,-0.0018176456,0.00059178605,-0.0025785135,0.00021135216,-0.0031702996,-0.004640465,-0.005316792,-0.006661767,-0.008775289,0.0012604339,0.0022057416,6.773819e-05,0.0014280711,0.0005826624,0.00034728713,0.0020289808,0.00061523396,-6.109297e-05,0.0006106086,-0.011530546,-0.011065571,-0.011868709,-0.013644068,0.0015217357,0.0008031382,0.0004649748,7.277931e-05,0.0001268113,6.340565e-05,-0.00013593498,9.630242e-05,0.0001268113,3.0508878e-05,4.2270436e-05
27000,6.1016005e-11,-0.00063479884,0.0002966354,-0.00029515065,-0.00063331414,-0.0016062764,-0.0018176287,0.00059178605,-0.0025784965,0.00021135216,-0.0031702826,-0.0046404484,-0.005316775,-0.006661752,-0.008775273,0.0012604356,0.0022057402,6.774158e-05,0.0014280729,0.0005826643,0.0003472853,0.0020289808,0.00061523396,-6.109297e-05,0.0006106086,-0.011530528,-0.011065554,-0.011868693,-0.01364405,0.0015217357,0.0008031382,0.0004649748,7.277931e-05,0.0001268113,6.340565e-05,-0.00013593315,9.630242e-05,0.0001268113,3.0508878e-05,4.2270436e-05
28800,9.408681e-09,-0.00063478434,0.00029663654,-0.0002951495,-0.00063331303,-0.0016062609,-0.0018176131,0.00059178605,-0.002578481,0.00021135216,-0.003170267,-0.0046404325,-0.0053167595,-0.006661738,-0.008775259,0.0012604371,0.0022057386,6.774305e-05,0.0014280728,0.00058266416,0.00034728542,0.0020289808,0.00061523396,-6.109297e-05,0.0006106086,-0.011530514,-0.011065538,-0.011868676,-0.013644035,0.0015217357,0.0008031382,0.0004649748,7.277931e-05,0.0001268113,6.340565e-05,-0.00013593325,9.630242e-05,0.0001268113,3.0508878e-05,4.2270436e-05
30600,2.2510531e-10,-0.0006347988,0.0002966354,-0.00029515065,-0.00063331414,-0.0016062764,-0.0018176285,0.00059178605,-0.0025784965,0.00021135216,-0.0031702826,-0.0046404484,-0.005316775,-0.006661752,-0.008775273,0.0012604356,0.0022057402,6.774159e-05,0.0014280729,0.0005826643,0.0003472853,0.0020289808,0.00061523396,-6.109297e-05,0.0006106086,-0.011530528,-0.011065554,-0.011868693,-0.01364405,0.0015217357,0.0008031382,0.0004649748,7.277931e-05,0.0001268113,6.340565e-05,-0.00013593315,9.630242e-05,0.0001268113,3.0508878e-05,4.2270436e-05
32400,3.3562356e-10,-0.0012695974,0.0005932708,-0.0005903013,-0.0012666283,-0.0032125525,-0.003635257,0.0011835721,-0.005156993,0.00042270432,-0.0063405647,-0.009280896,-0.01063355,-0.013323504,-0.017550545,0.002520871,0.0044114804,0.00013548319,0.0028561458,0.0011653285,0.0006945706,0.0040579615,0.0012304679,-0.00012218594,0.0012212172,-0.023061056,-0.022131108,-0.023737386,-0.0272881,0.0030434714,0.0016062764,0.0009299496,0.00014555862,0.0002536226,0.0001268113,-0.0002718663,0.00019260484,0.0002536226,6.1017756e-05,8.454087e-05
34200,-2.0404392e-09,-0.0012695985,0.00059327076,-0.0005903014,-0.0012666283,-0.0032125537,-0.0036352582,0.0011835721,-0.005156994,0.00042270432,-0.006340566,-0.009280897,-0.010633551,-0.013323504,-0.017550547,0.0025208709,0.0044114804,0.00013548309,0.0028561458,0.0011653285,0.0006945706,0.0040579615,0.0012304679,-0.00012218594,0.0012212172,-0.023061058,-0.022131108,-0.023737386,-0.027288102,0.0030434714,0.0016062764,0.0009299496,0.00014555862,0.0002536226,0.0001268113,-0.00027186627,0.00019260484,0.0002536226,6.1017756e-05,8.454087e-05
36000,-2.1489618e-10,-0.0023307556,0.0010891389,-0.0010836876,-0.002325303,-0.0058976733,-0.0066736825,0.0021728263,-0.009467316,0.00077600946,-0.011640143,-0.017038066,-0.019521296,-0.024459567,-0.03221966,0.0046278676,0.008098687,0.0002487227,0.005243372,0.0021393346,0.0012751073,0.0074496907,0.0022589187,-0.00022431149,0.002241936,-0.042335972,-0.040628754,-0.04357759,-0.05009607,0.0055872686,0.0029488357,0.0017072208,0.00026721958,0.00046560567,0.00023280283,-0.00049909775,0.000353588,0.00046560567,0.000112017675,0.0001552019
